,index,latitude,longitude,region,country,observationDate,reportingDate,status,disease,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,Late Report,Late Observation,Mortality,Severity,domestic,wild,unspecified,species,owl,ostrich,greylag goose,bird,captive,tufted duck,guinea fowl,black headed gull,whooper swan,quail,environmental sample,dalmatian pelican,anatidae,goose,horse,dog,yaks,equidae,spotted dove,gull,ibex,emu,swine,chicken,env. sample,boar,mammal,buffaloe,black swan,duck,cattle egret,indian peafowl,turkey,reindeer,cat,goat,crow,swan,phasianidae,muscovy ducks,starling,hippopotamus,mallard,herring gull,deer,pheasant,elephant,goat/sheep ,jackal,accipitridae,buzzard,asian openbill,cattle,pigeon,xpeacock,sheep,stork,camelidae,greater flamingo,mute swan
1503,3974,43.7075,-0.145278,Europe,France,2017-01-24,2017-03-02,Confirmed,Influenza - Avian,"domestic, duck",0.0,0.0,0.0,0.0,0.0,37,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,3975,43.7075,-0.145278,Europe,France,2017-01-24,2017-03-02,Confirmed,Influenza - Avian,"domestic, duck",0.0,0.0,0.0,0.0,0.0,37,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,3976,43.6292,-0.28694400000000003,Europe,France,2017-01-24,2017-03-02,Confirmed,Influenza - Avian,"domestic, chicken",1000.0,0.0,0.0,1000.0,0.0,37,0,0.0,0.0,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,3977,43.5367,-0.41138900000000006,Europe,France,2017-01-24,2017-03-02,Confirmed,Influenza - Avian,"domestic, duck",1000.0,0.0,0.0,1000.0,0.0,37,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,3978,43.576944,-0.37666700000000003,Europe,France,2017-01-24,2017-03-02,Confirmed,Influenza - Avian,"domestic, chicken",17500.0,0.0,0.0,17500.0,0.0,37,0,0.0,0.0,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,3979,43.2864,0.3864,Europe,France,2017-01-24,2017-03-02,Confirmed,Influenza - Avian,"domestic, duck",2800.0,0.0,0.0,2800.0,0.0,37,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,3981,9.8631,8.8639,Africa,Nigeria,2017-01-24,2017-06-02,Confirmed,Influenza - Avian,"domestic, chicken",903.0,18.0,18.0,885.0,0.0,129,0,100.0,1.99,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,3987,50.086667999999996,34.778014,Europe,Ukraine,2017-01-24,2017-01-31,Confirmed,African swine fever,"domestic, swine",15.0,2.0,1.0,14.0,0.0,7,0,50.0,13.33,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,3990,47.9486,33.5292,Europe,Ukraine,2017-01-24,2017-01-28,Confirmed,African swine fever,"domestic, swine",407.0,11.0,11.0,0.0,0.0,4,0,100.0,2.7,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,3992,41.1315,25.2788,Europe,Greece,2017-01-24,2017-01-27,Confirmed,Influenza - Avian,"domestic, unspecified bird",90.0,53.0,41.0,49.0,0.0,3,0,77.36,58.89,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,3993,43.2033,0.2264,Europe,France,2017-01-24,2017-01-27,Confirmed,Influenza - Avian,"domestic, unspecified bird",800.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,3994,43.3161,0.3028,Europe,France,2017-01-24,2017-01-27,Confirmed,Influenza - Avian,"domestic, duck",5508.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,4000,32.163975,131.473573,Asia,Japan,2017-01-24,2017-01-25,Confirmed,Influenza - Avian,"domestic, chicken",168400.0,150.0,150.0,0.0,0.0,1,0,100.0,0.09,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,4014,53.83,9.55,Europe,Germany,2017-01-23,2017-09-02,Confirmed,Influenza - Avian,"domestic, turkey",14610.0,500.0,500.0,14110.0,0.0,222,0,100.0,3.42,1,0,0,'turkey',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,4031,-19.94,18.47,Africa,Namibia,2017-01-23,2017-06-02,Confirmed,Lumpy skin disease,"domestic, cattle",136.0,2.0,0.0,0.0,0.0,130,0,0.0,1.47,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1518,4036,43.5467,-0.253889,Europe,France,2017-01-23,2017-03-02,Confirmed,Influenza - Avian,"domestic, duck",7500.0,0.0,0.0,7500.0,0.0,38,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,4037,43.3242,0.3397,Europe,France,2017-01-23,2017-03-02,Confirmed,Influenza - Avian,"domestic, duck",500.0,0.0,0.0,500.0,0.0,38,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,4038,9.916667,8.9,Africa,Nigeria,2017-01-23,2017-06-02,Confirmed,Influenza - Avian,"domestic, chicken",4000.0,27.0,27.0,3973.0,0.0,130,0,100.0,0.68,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,4039,9.916667,8.9,Africa,Nigeria,2017-01-23,2017-06-02,Confirmed,Influenza - Avian,"domestic, chicken",230.0,2.0,2.0,228.0,0.0,130,0,100.0,0.87,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,4052,48.9842,37.0669,Europe,Ukraine,2017-01-23,2017-01-28,Confirmed,African swine fever,"domestic, swine",2.0,2.0,2.0,0.0,0.0,5,0,100.0,100.0,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,4053,37.6083,22.4511,Europe,Greece,2017-01-23,2017-01-27,Confirmed,Influenza - Avian,"domestic, unspecified bird",41.0,20.0,11.0,30.0,0.0,4,0,55.0,48.78,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,4055,43.345,0.6475,Europe,France,2017-01-23,2017-01-27,Confirmed,Influenza - Avian,"domestic, duck",250.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,4056,43.7075,-0.145278,Europe,France,2017-01-23,2017-01-27,Confirmed,Influenza - Avian,"domestic, duck",6000.0,0.0,0.0,6000.0,0.0,4,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,4058,13.32,2.14,Africa,Niger,2017-01-23,2017-01-27,Confirmed,Influenza - Avian,"domestic, unspecified bird",40.0,8.0,5.0,30.0,5.0,4,0,62.5,20.0,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,4061,52.0819,15.6326,Europe,Poland,2017-01-23,2017-01-26,Confirmed,Influenza - Avian,"domestic, unspecified bird",25.0,24.0,24.0,1.0,0.0,3,0,100.0,96.0,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,4062,53.9388,-2.9418,Europe,U.K. of Great Britain and Northern Ireland,2017-01-23,2017-01-25,Confirmed,Influenza - Avian,"domestic, pheasant",10000.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,1,0,0,'pheasant',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,4063,52.6,7.52,Europe,Germany,2017-01-23,2017-01-25,Confirmed,Influenza - Avian,"domestic, goose",3000.0,32.0,32.0,2968.0,0.0,2,0,100.0,1.07,1,0,0,'goose',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,4067,45.30428,12.112575,Europe,Italy,2017-01-23,2017-01-24,Confirmed,Influenza - Avian,"domestic, turkey",22630.0,254.0,254.0,0.0,0.0,1,0,100.0,1.12,1,0,0,'turkey',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,4070,33.015322,35.489934000000005,Asia,Israel,2017-01-22,2017-03-21,Confirmed,Newcastle disease,"environmental sample, unspecified bird",280000.0,0.0,0.0,0.0,0.0,58,0,0.0,0.0,0,0,1,"'environmental sample', 'bird'",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,4071,-17.801,28.546,Africa,Zimbabwe,2017-01-22,2017-10-03,Confirmed,Foot and mouth disease,"domestic, cattle",1157.0,10.0,0.0,0.0,0.0,254,0,0.0,0.86,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1533,4073,43.568889,-0.702222,Europe,France,2017-01-22,2017-10-02,Confirmed,Influenza - Avian,"domestic, duck",1646.0,0.0,0.0,1646.0,0.0,253,0,0.0,0.0,1,0,0,'duck',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,4077,36.5248,59.2155,Asia,Iran  (Islamic Republic of),2017-01-22,2017-02-13,Confirmed,Influenza - Avian,"domestic, chicken",58700.0,3250.0,1000.0,57700.0,0.0,22,0,30.77,5.54,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,4078,23.652518,120.255147,Asia,Taiwan,2017-01-22,2017-06-02,Confirmed,Influenza - Avian,"domestic, chicken",1500.0,371.0,371.0,1129.0,0.0,131,0,100.0,24.73,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,4085,45.797222,24.673610999999998,Europe,Romania,2017-01-22,2017-01-27,Confirmed,Influenza - Avian,"domestic, unspecified bird",67.0,8.0,8.0,59.0,0.0,5,0,100.0,11.94,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,4086,53.83,9.56,Europe,Germany,2017-01-22,2017-01-24,Confirmed,Influenza - Avian,"domestic, turkey",3400.0,1750.0,1350.0,2050.0,0.0,2,0,77.14,51.47,1,0,0,'turkey',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,4088,37.176473,126.770525,Asia,Republic of Korea,2017-01-21,2017-04-14,Confirmed,Influenza - Avian,"domestic, chicken",30157.0,203.0,203.0,29954.0,0.0,83,0,100.0,0.67,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,4102,9.4319,105.5116,Asia,Viet Nam,2017-01-21,2017-01-27,Confirmed,Influenza - Avian,"domestic, chicken",2785.0,700.0,400.0,2385.0,0.0,6,0,57.14,25.13,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,4113,37.746266,126.623705,Asia,Republic of Korea,2017-01-20,2017-04-14,Confirmed,Influenza - Avian,"domestic, quail",272640.0,4300.0,4300.0,268340.0,0.0,84,0,100.0,1.58,1,0,0,'quail',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,4114,37.168991,126.87061200000001,Asia,Republic of Korea,2017-01-20,2017-04-14,Confirmed,Influenza - Avian,"domestic, chicken",29845.0,10.0,10.0,29835.0,0.0,84,0,100.0,0.03,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,4116,32.476245,34.971244,Asia,Israel,2017-01-20,2017-03-21,Confirmed,Newcastle disease,"environmental sample, unspecified bird",49000.0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0,0,1,"'environmental sample', 'bird'",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,4117,33.085025,35.312371999999996,Asia,Israel,2017-01-20,2017-03-21,Confirmed,Newcastle disease,"environmental sample, unspecified bird",216000.0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0,0,1,"'environmental sample', 'bird'",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,4118,45.025752000000004,3.5602940000000003,Europe,France,2017-01-20,2017-03-16,Confirmed,Bluetongue,"domestic, cattle",60.0,1.0,0.0,0.0,0.0,55,0,0.0,1.67,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1545,4119,47.816802,3.0973889999999997,Europe,France,2017-01-20,2017-02-27,Confirmed,Bluetongue,"domestic, cattle",57.0,1.0,0.0,0.0,0.0,38,0,0.0,1.75,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1546,4120,47.348089,2.7512779999999997,Europe,France,2017-01-20,2017-02-27,Confirmed,Bluetongue,"domestic, cattle",105.0,1.0,0.0,0.0,0.0,38,0,0.0,0.95,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1547,4121,45.512521,4.11905,Europe,France,2017-01-20,2017-02-27,Confirmed,Bluetongue,"domestic, cattle",251.0,1.0,0.0,0.0,0.0,38,0,0.0,0.4,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1548,4122,45.080165,3.8601620000000003,Europe,France,2017-01-20,2017-02-27,Confirmed,Bluetongue,"domestic, cattle",55.0,1.0,0.0,0.0,0.0,38,0,0.0,1.82,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1549,4123,44.343458,2.327095,Europe,France,2017-01-20,2017-02-27,Confirmed,Bluetongue,"domestic, cattle",25.0,1.0,0.0,0.0,0.0,38,0,0.0,4.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1550,4135,37.127990000000004,49.309059999999995,Asia,Iran  (Islamic Republic of),2017-01-20,2017-02-13,Confirmed,Influenza - Avian,"domestic, chicken",73242.0,20100.0,13000.0,60242.0,0.0,24,0,64.68,27.44,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,4138,43.830833,-0.500556,Europe,France,2017-01-20,2017-03-02,Confirmed,Influenza - Avian,"domestic, unspecified bird",0.0,0.0,0.0,0.0,0.0,41,0,0.0,0.0,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,4143,41.201316,20.692956,Europe,The former Yugoslav Republic of Macedonia,2017-01-20,2017-01-30,Confirmed,Influenza - Avian,"domestic, unspecified bird",438.0,3.0,3.0,125.0,0.0,10,0,100.0,0.68,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,4144,9.9306,8.7146,Africa,Nigeria,2017-01-20,2017-01-30,Confirmed,Influenza - Avian,"domestic, chicken",1500.0,60.0,60.0,1440.0,0.0,10,0,100.0,4.0,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,4145,43.3547,0.3181,Europe,France,2017-01-20,2017-01-27,Confirmed,Influenza - Avian,"domestic, chicken",8800.0,0.0,0.0,8800.0,0.0,7,0,0.0,0.0,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,4146,41.201316,20.692956,Europe,The former Yugoslav Republic of Macedonia,2017-01-20,2017-01-30,Confirmed,Influenza - Avian,"domestic, unspecified bird",438.0,3.0,3.0,125.0,0.0,10,0,100.0,0.68,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,4150,46.553241,24.510498000000002,Europe,Romania,2017-01-20,2017-01-27,Confirmed,Influenza - Avian,"wild,black swan (cygnus atratus))",26.0,5.0,5.0,21.0,0.0,7,0,100.0,19.23,0,1,0,'black swan',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,4152,51.74,14.35,Europe,Germany,2017-01-20,2017-01-25,Confirmed,Influenza - Avian,"captive, unspecified bird",789.0,1.0,1.0,0.0,0.0,5,0,100.0,0.13,0,0,1,"'captive', 'bird'",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,4156,49.4512,17.4476,Europe,Czech Republic,2017-01-20,2017-01-24,Confirmed,Influenza - Avian,"domestic, unspecified bird",509.0,62.0,62.0,447.0,0.0,4,0,100.0,12.18,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,4157,49.474513,36.848067,Europe,Ukraine,2017-01-20,2017-01-22,Confirmed,African swine fever,"domestic, swine",1.0,1.0,1.0,0.0,0.0,2,0,100.0,100.0,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,4163,46.659816,3.603789,Europe,France,2017-01-19,2017-04-27,Confirmed,Bluetongue,"domestic, cattle",8.0,1.0,0.0,0.0,0.0,98,0,0.0,12.5,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1561,4167,47.367374,5.631117,Europe,France,2017-01-19,2017-03-16,Confirmed,Bluetongue,"domestic, cattle",79.0,1.0,0.0,0.0,0.0,56,0,0.0,1.27,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
