,index,latitude,longitude,region,country,observationDate,reportingDate,status,disease,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,Late Report,Late Observation,Mortality,Severity,domestic,wild,unspecified,species,owl,ostrich,greylag goose,bird,captive,tufted duck,guinea fowl,black headed gull,whooper swan,quail,environmental sample,dalmatian pelican,anatidae,goose,horse,dog,yaks,equidae,spotted dove,gull,ibex,emu,swine,chicken,env. sample,boar,mammal,buffaloe,black swan,duck,cattle egret,indian peafowl,turkey,reindeer,cat,goat,crow,swan,phasianidae,muscovy ducks,starling,hippopotamus,mallard,herring gull,deer,pheasant,elephant,goat/sheep ,jackal,accipitridae,buzzard,asian openbill,cattle,pigeon,xpeacock,sheep,stork,camelidae,greater flamingo,mute swan
5207,9852,41.560167,20.045586,Europe,Albania,2016-02-09,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,0.0,0.0,251,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5208,9853,40.937809,20.451037,Europe,Albania,2016-02-09,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,0.0,0.0,251,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5209,9854,55.95,39.24,Europe,Russian Federation,2016-02-09,2016-09-23,Confirmed,African swine fever,"domestic, swine",35.0,8.0,8.0,27.0,0.0,227,0,100.0,22.86,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,9859,45.86014,3.882488,Europe,France,2016-02-09,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",86.0,1.0,0.0,0.0,0.0,217,0,0.0,1.16,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5211,9860,45.813471,3.785189,Europe,France,2016-02-09,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",205.0,1.0,0.0,0.0,0.0,217,0,0.0,0.49,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5212,9861,45.580754999999996,3.722322,Europe,France,2016-02-09,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",52.0,1.0,0.0,0.0,0.0,217,0,0.0,1.92,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5213,9862,57.707,39.6101,Europe,Russian Federation,2016-02-09,2016-06-09,Confirmed,Sheep pox and goat pox,"domestic, sheep",20.0,11.0,3.0,0.0,0.0,121,0,27.27,55.0,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5214,9863,57.6981,39.6229,Europe,Russian Federation,2016-02-09,2016-06-09,Confirmed,Sheep pox and goat pox,"domestic, sheep",33.0,14.0,1.0,0.0,0.0,121,0,7.14,42.42,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5215,9864,57.8604,38.2873,Europe,Russian Federation,2016-02-09,2016-06-09,Confirmed,Sheep pox and goat pox,"domestic, sheep",349.0,8.0,0.0,0.0,0.0,121,0,0.0,2.29,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5216,9873,40.893118,20.569969,Europe,Albania,2016-01-09,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,0.0,0.0,282,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5217,9874,42.459286999999996,19.144154,Europe,Montenegro,2016-01-09,2016-09-30,Confirmed,Bluetongue,"domestic, sheep",1.0,1.0,0.0,0.0,0.0,265,0,0.0,100.0,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5218,9875,42.301496,19.21625,Europe,Montenegro,2016-01-09,2016-09-30,Confirmed,Bluetongue,"domestic, sheep",10.0,8.0,3.0,3.0,0.0,265,0,37.5,80.0,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5219,9876,43.136028,20.591798,Europe,Serbia,2016-01-09,2016-09-23,Confirmed,Lumpy skin disease,"domestic, cattle",14.0,1.0,0.0,0.0,0.0,258,0,0.0,7.14,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5220,9877,43.136037,20.591723,Europe,Serbia,2016-01-09,2016-09-23,Confirmed,Lumpy skin disease,"domestic, cattle",14.0,4.0,0.0,0.0,0.0,258,0,0.0,28.57,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5221,9881,5.60808,-0.07125,Africa,Ghana,2016-01-09,2016-09-14,Confirmed,Influenza - Avian,"domestic, unspecified bird",90.0,32.0,32.0,58.0,0.0,249,0,100.0,35.56,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,9882,46.487823999999996,4.505187,Europe,France,2016-01-09,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",192.0,1.0,0.0,0.0,0.0,248,0,0.0,0.52,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5223,9883,44.86264,3.495307,Europe,France,2016-01-09,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",188.0,1.0,0.0,0.0,0.0,248,0,0.0,0.53,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5224,9884,48.7203,7.0244,Europe,France,2016-01-09,2016-12-09,Confirmed,Anthrax,"domestic, cattle, domestic, horse",260.0,1.0,1.0,1.0,0.0,335,0,100.0,0.38,2,0,0,"'cattle', 'horse'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5225,9885,-18.21467,28.94115,Africa,Zimbabwe,2016-01-09,2016-09-09,Confirmed,Foot and mouth disease,"domestic, cattle",1404.0,104.0,0.0,0.0,0.0,244,0,0.0,7.41,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5226,9887,51.9121,42.7394,Europe,Russian Federation,2016-01-09,2016-09-09,Confirmed,African swine fever,"domestic, swine",9.0,9.0,9.0,0.0,0.0,244,0,100.0,100.0,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5227,9888,45.912597,11.912711999999999,Europe,Italy,2016-01-09,2016-08-09,Confirmed,Bluetongue,"domestic, sheep",5.0,1.0,0.0,0.0,0.0,213,0,0.0,20.0,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5228,9889,45.859138,11.980805,Europe,Italy,2016-01-09,2016-08-09,Confirmed,Bluetongue,"domestic, sheep",3.0,1.0,0.0,0.0,0.0,213,0,0.0,33.33,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5229,9890,42.332573,19.201384,Europe,Montenegro,2016-08-31,2016-09-30,Confirmed,Bluetongue,"domestic, sheep",1.0,1.0,0.0,0.0,0.0,30,0,0.0,100.0,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5230,9891,43.3267,17.8596,Europe,Bosnia and Herzegovina,2016-08-31,2016-09-16,Confirmed,Bluetongue,"domestic, sheep",80.0,2.0,0.0,0.0,0.0,16,0,0.0,2.5,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5231,9892,53.3323,40.597,Europe,Russian Federation,2016-08-31,2016-09-15,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,0.0,0.0,15,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5232,9893,53.3245,40.8629,Europe,Russian Federation,2016-08-31,2016-09-15,Confirmed,Lumpy skin disease,"domestic, cattle",27.0,8.0,0.0,0.0,0.0,15,0,0.0,29.63,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5233,9894,53.3908,40.6498,Europe,Russian Federation,2016-08-31,2016-09-15,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,0.0,0.0,15,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5234,9895,53.2186,40.6548,Europe,Russian Federation,2016-08-31,2016-09-15,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,2.0,0.0,0.0,0.0,15,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5235,9896,53.3202,40.6953,Europe,Russian Federation,2016-08-31,2016-09-15,Confirmed,Lumpy skin disease,"domestic, cattle",13.0,3.0,0.0,0.0,0.0,15,0,0.0,23.08,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5236,9897,45.682338,3.3597589999999995,Europe,France,2016-08-31,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",233.0,1.0,0.0,0.0,0.0,13,0,0.0,0.43,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5237,9898,45.61242,3.6828800000000004,Europe,France,2016-08-31,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",203.0,1.0,0.0,0.0,0.0,13,0,0.0,0.49,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5238,9899,45.771370000000005,3.42145,Europe,France,2016-08-31,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",64.0,1.0,0.0,0.0,0.0,13,0,0.0,1.56,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5239,9900,45.632384,3.332497,Europe,France,2016-08-31,2016-09-13,Confirmed,Bluetongue,"domestic, cattle",181.0,1.0,0.0,0.0,0.0,13,0,0.0,0.55,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5240,9911,45.5431,14.08175,Europe,Slovenia,2016-08-30,2016-11-21,Confirmed,Bluetongue,"domestic, cattle",32.0,1.0,0.0,0.0,0.0,83,0,0.0,3.12,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5241,9912,8.3646,-80.6683,Americas,Panama,2016-08-30,2016-10-26,Confirmed,West Nile Fever,"domestic, horse",6.0,2.0,1.0,0.0,0.0,57,0,50.0,33.33,1,0,0,'horse',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,9913,42.022673,20.572095,Europe,Albania,2016-08-30,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,0.0,0.0,48,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5243,9914,42.371931,20.175736999999998,Europe,Albania,2016-08-30,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",6.0,1.0,0.0,0.0,0.0,48,0,0.0,16.67,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5244,9915,42.371421000000005,20.122379000000002,Europe,Albania,2016-08-30,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,0.0,0.0,48,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5245,9916,42.227376,20.361076,Europe,Albania,2016-08-30,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",5.0,1.0,0.0,0.0,0.0,48,0,0.0,20.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5246,9917,41.133857,19.681935,Europe,Albania,2016-08-30,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",20.0,1.0,0.0,0.0,0.0,48,0,0.0,5.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5247,9918,42.457248,18.531475,Europe,Montenegro,2016-08-30,2016-10-14,Confirmed,Bluetongue,"domestic, cattle, domestic, goat/sheep ",363.0,13.0,11.0,11.0,0.0,45,0,84.62,3.58,2,0,0,"'cattle', 'goat/sheep '",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5248,9919,43.827071999999994,18.661804,Europe,Bosnia and Herzegovina,2016-08-30,2016-10-10,Confirmed,Bluetongue,"domestic, sheep, domestic, cattle",2198.0,155.0,0.0,0.0,0.0,41,0,0.0,7.05,2,0,0,"'sheep', 'cattle'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5249,9920,5.1432,6.4051,Africa,Nigeria,2016-08-30,2016-04-10,Confirmed,Influenza - Avian,"domestic, unspecified bird",2000.0,1300.0,1300.0,700.0,0.0,0,142,100.0,65.0,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,9921,42.430564000000004,19.102909,Europe,Montenegro,2016-08-30,2016-09-30,Confirmed,Bluetongue,"domestic, sheep",72.0,47.0,25.0,25.0,0.0,31,0,53.19,65.28,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5251,9924,45.907884,11.886047999999999,Europe,Italy,2016-08-30,2016-08-09,Confirmed,Bluetongue,"domestic, sheep",500.0,3.0,0.0,0.0,0.0,0,21,0.0,0.6,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5252,9925,47.013549,32.149253,Europe,Ukraine,2016-08-30,2016-02-09,Confirmed,African swine fever,"domestic, swine",6345.0,3.0,3.0,0.0,0.0,0,203,100.0,0.05,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,9926,50.029478000000005,35.839574,Europe,Ukraine,2016-08-30,2016-02-09,Confirmed,African swine fever,"domestic, swine",63.0,1.0,1.0,62.0,0.0,0,203,100.0,1.59,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,9931,41.133857,19.681935,Europe,Albania,2016-08-29,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",4.0,2.0,0.0,0.0,0.0,49,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5255,9932,41.133857,19.681935,Europe,Albania,2016-08-29,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",10.0,1.0,0.0,0.0,0.0,49,0,0.0,10.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5256,9933,41.623564,20.425864,Europe,Albania,2016-08-29,2016-10-17,Confirmed,Lumpy skin disease,"domestic, cattle",4.0,1.0,1.0,0.0,0.0,49,0,100.0,25.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5257,9934,42.455299,18.769006,Europe,Montenegro,2016-08-29,2016-10-14,Confirmed,Bluetongue,"domestic, goat/sheep ",167.0,5.0,2.0,2.0,0.0,46,0,40.0,2.99,1,0,0,'goat/sheep ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5258,9935,-29.2,26.8,Africa,South Africa,2016-08-29,2016-03-10,Confirmed,African swine fever,"domestic, swine",500.0,18.0,6.0,0.0,0.0,0,172,33.33,3.6,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,9936,42.459286999999996,19.144154,Europe,Montenegro,2016-08-29,2016-09-30,Confirmed,Bluetongue,"domestic, sheep",40.0,7.0,0.0,0.0,0.0,32,0,0.0,17.5,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5260,9938,43.0834,17.9197,Europe,Bosnia and Herzegovina,2016-08-29,2016-09-16,Confirmed,Bluetongue,"domestic, sheep",150.0,2.0,0.0,0.0,0.0,18,0,0.0,1.33,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5261,9940,5.461312,10.448452,Africa,Cameroon,2016-08-29,2016-09-14,Confirmed,Influenza - Avian,"domestic, unspecified bird",34400.0,2628.0,2628.0,31772.0,0.0,16,0,100.0,7.64,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5262,9941,48.7567,6.9817,Europe,France,2016-08-29,2016-06-09,Confirmed,Anthrax,"domestic, cattle",322.0,1.0,1.0,0.0,0.0,0,81,100.0,0.31,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5263,9942,57.7653,39.5259,Europe,Russian Federation,2016-08-29,2016-06-09,Confirmed,Sheep pox and goat pox,"domestic, sheep",94.0,15.0,2.0,0.0,0.0,0,81,13.33,15.96,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5264,9943,57.6837,39.739000000000004,Europe,Russian Federation,2016-08-29,2016-06-09,Confirmed,Sheep pox and goat pox,"domestic, sheep",22.0,7.0,0.0,0.0,10.0,0,81,0.0,31.82,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5265,9944,57.4888,39.9616,Europe,Russian Federation,2016-08-29,2016-06-09,Confirmed,Sheep pox and goat pox,"domestic, sheep",10.0,5.0,1.0,0.0,1.0,0,81,20.0,50.0,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
